Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed Description
2009.0,8.0,16.0,4.0,1.0,6.7,INDONESIA,,60.0,SUMATRA,-1.479,99.49,0.18,1.0,0.6,,,,,
2009.0,9.0,2.0,4.0,1.0,7.0,INDONESIA,,60.0,JAVA SEA,-7.782,107.297,0.4,2.0,0.6,,,,,
2009.0,9.0,29.0,4.0,1.0,8.1,SAMOA,,81.0,SAMOA ISLANDS,-15.489,-172.095,22.35,618.0,0.6,192.0,3.0,285.0,4.0,
2009.0,9.0,30.0,4.0,1.0,7.5,INDONESIA,,60.0,SUMATRA,-0.72,99.867,0.27,1.0,0.6,,,,,
2009.0,10.0,7.0,4.0,1.0,7.6,VANUATU,,82.0,VANUATU ISLANDS,-13.006,166.51,0.29,37.0,0.6,,,,,
2010.0,1.0,3.0,4.0,1.0,6.6,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.743,157.477,0.01,1.0,0.6,,,,,
2010.0,1.0,3.0,4.0,1.0,7.1,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.799,157.346,7.52,51.0,0.6,,,,1.0,1.0
2010.0,1.0,5.0,4.0,1.0,6.8,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.019,157.551,0.03,1.0,0.6,,,,,
2010.0,1.0,12.0,4.0,3.0,7.0,HAITI,,74.0,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,3.21,25.0,0.6,7.0,1.0,,1.0,1.0
2010.0,2.0,26.0,3.0,1.0,7.0,JAPAN,,85.0,RYUKYU ISLANDS,25.93,128.425,0.1,2.0,0.6,,,,,
2010.0,2.0,27.0,4.0,1.0,8.8,CHILE,,89.0,CENTRAL CHILE,-36.122,-72.898,29.0,659.0,0.6,156.0,3.0,30000.0,4.0,
2010.0,3.0,11.0,4.0,1.0,6.9,CHILE,,89.0,CENTRAL CHILE,-34.29,-71.891,0.14,2.0,0.6,,,,,
2010.0,4.0,6.0,4.0,1.0,7.8,INDONESIA,,60.0,SUMATRA,2.383,97.048,0.44,6.0,0.6,,,,,
2010.0,5.0,29.0,4.0,6.0,7.2,USA TERRITORY,MP,81.0,"SOUTH OF SARIGAN IS, N. MARIANA IS",16.708,145.97,0.04,1.0,0.6,,,,,
2010.0,6.0,12.0,4.0,1.0,7.5,INDIA,,60.0,LITTLE NICOBAR ISLAND,7.881,91.936,0.03,2.0,0.6,,,,,
2010.0,8.0,10.0,4.0,1.0,7.2,VANUATU,,82.0,VANUATU ISLANDS,-17.541,168.069,0.23,1.0,0.6,,,,,
2010.0,8.0,13.0,4.0,1.0,6.9,USA TERRITORY,GU,81.0,"GUAM, MARIANA ISLANDS",12.484,141.476,0.07,1.0,0.6,,,,,
2010.0,10.0,25.0,4.0,1.0,7.8,INDONESIA,,60.0,SUMATRA,-3.487,100.082,16.9,358.0,0.6,431.0,3.0,39.0,4.0,3.0
2010.0,12.0,21.0,4.0,1.0,7.4,JAPAN,,85.0,BONIN ISLANDS,26.901,143.698,0.13,4.0,0.6,,,,,
2010.0,12.0,25.0,4.0,1.0,7.3,VANUATU,,82.0,VANUATU ISLANDS,-19.702,167.947,4.1,12.0,0.6,,,,1.0,
2011.0,1.0,9.0,4.0,1.0,6.5,VANUATU,,82.0,VANUATU ISLANDS,-19.157,168.311,0.03,1.0,0.6,,,,,
2011.0,2.0,11.0,4.0,1.0,6.8,CHILE,,89.0,CENTRAL CHILE,-36.474,-73.125,0.15,1.0,0.6,,,,,
2011.0,2.0,17.0,4.0,8.0,7.2,NORWAY,,73.0,SVALBARD,78.37,16.62,0.3,0.0,0.6,,,,,
2011.0,3.0,9.0,4.0,1.0,7.5,JAPAN,,85.0,HONSHU ISLAND,38.435,142.842,0.6,11.0,0.6,,,,,
2011.0,3.0,11.0,4.0,1.0,9.1,JAPAN,,85.0,HONSHU ISLAND,38.297,142.372,39.26,6317.0,0.6,18428.0,4.0,220136.6,4.0,4.0
2011.0,4.0,7.0,4.0,1.0,7.1,JAPAN,,85.0,E. COAST HONSHU ISLAND,38.276,141.588,0.08,1.0,0.6,,,,,
2011.0,5.0,10.0,4.0,1.0,6.8,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-20.244,168.226,0.03,1.0,0.6,,,,,
2011.0,6.0,24.0,4.0,1.0,7.3,USA,AK,87.0,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.836,0.1,7.0,0.6,,,,,
2011.0,7.0,6.0,4.0,1.0,7.6,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-29.539,-176.34,1.2,24.0,0.6,,,,,
2011.0,7.0,10.0,4.0,1.0,7.0,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,0.09,1.0,0.6,,,,,
2011.0,7.0,30.0,3.0,8.0,7.2,NORWAY,,73.0,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,1.5,1.0,0.6,,,,1.0,
2011.0,8.0,6.0,3.0,8.0,7.2,NORWAY,,73.0,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,0.92,0.0,0.6,,,,,
2011.0,8.0,20.0,4.0,1.0,7.1,VANUATU,,82.0,VANUATU ISLANDS,-18.365,168.143,0.19,4.0,0.6,,,,,
2011.0,8.0,20.0,4.0,1.0,7.0,VANUATU,,82.0,VANUATU ISLANDS,-18.311,168.218,0.15,1.0,0.6,,,,,
2011.0,9.0,2.0,4.0,1.0,6.8,USA,AK,87.0,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,0.06,1.0,0.6,,,,,
2011.0,10.0,21.0,4.0,1.0,7.4,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-28.993,-176.238,0.14,3.0,0.6,,,,,
2012.0,2.0,2.0,4.0,1.0,7.0,VANUATU,,82.0,VANUATU ISLANDS,-17.827,167.133,0.08,1.0,0.6,,,,,
2012.0,3.0,9.0,4.0,1.0,6.7,VANUATU,,82.0,OFF EAST COAST OF VANUATU,-19.125,169.613,0.05,2.0,0.6,,,,,
2012.0,3.0,14.0,4.0,1.0,6.9,JAPAN,,85.0,HOKKAIDO ISLAND,40.887,144.944,0.2,2.0,0.6,,,,,
2012.0,3.0,20.0,4.0,1.0,7.4,MEXICO,,88.0,S. MEXICO,16.493,-98.231,0.2,2.0,0.6,,,,,
2012.0,4.0,11.0,4.0,1.0,8.6,INDONESIA,,60.0,OFF W. COAST OF N SUMATRA,2.327,93.063,1.08,25.0,0.6,,,,,
2012.0,4.0,11.0,4.0,1.0,8.2,INDONESIA,,60.0,OFF W. COAST OF N SUMATRA,0.802,92.463,0.92,4.0,0.6,,,,,
2012.0,4.0,14.0,4.0,1.0,6.3,VANUATU,,82.0,VANUATU ISLANDS,-18.972,168.741,0.92,1.0,0.6,,,,,
2012.0,7.0,15.0,4.0,8.0,7.2,GREENLAND,,72.0,"ILULISSAT ICEFJORD, GREENLAND",69.2,-51.3,0.92,0.0,0.6,,,,,
2012.0,8.0,27.0,4.0,1.0,7.3,EL SALVADOR,,88.0,EL SALVADOR-NICARAGUA,12.139,-88.59,6.3,39.0,0.6,,,,1.0,
2012.0,8.0,31.0,4.0,1.0,7.6,PHILIPPINES,,84.0,PHILIPPINE ISLANDS,10.811,126.638,0.15,17.0,0.6,,,,,
2012.0,9.0,5.0,4.0,1.0,7.6,COSTA RICA,,88.0,COSTA RICA,10.085,-85.315,0.16,5.0,0.6,,,,,
2012.0,10.0,28.0,4.0,1.0,7.7,CANADA,BC,88.0,BRITISH COLUMBIA,52.788,-132.101,12.98,178.0,0.6,1.0,1.0,,,
2012.0,11.0,7.0,4.0,1.0,7.3,GUATEMALA,,88.0,GUATEMALA,13.988,-91.895,0.35,7.0,0.6,,,,,
2012.0,12.0,7.0,4.0,1.0,7.2,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,1.0,3.0,0.6,,,,,
2013.0,1.0,5.0,4.0,1.0,7.5,USA,AK,87.0,"SE. ALASKA, AK",55.393,-134.652,1.5,8.0,0.6,,,,1.0,
2013.0,2.0,6.0,4.0,1.0,7.9,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-10.766,165.114,11.0,124.0,0.6,10.0,1.0,,3.0,3.0
2013.0,2.0,8.0,4.0,1.0,7.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-10.928,166.018,0.09,1.0,0.6,,,,,
2013.0,4.0,22.0,3.0,1.0,6.0,MEXICO,,88.0,MEXICO,18.081,-102.182,0.13,1.0,0.6,,,,,
2013.0,6.0,13.0,4.0,9.0,7.2,USA,,75.0,NORTHWEST ATLANTIC OCEAN,,,1.8,38.0,0.6,,,,,
2013.0,6.0,15.0,3.0,1.0,6.2,GREECE,,50.0,CRETE,34.4,25.02,0.01,1.0,0.6,,,,,
2013.0,7.0,21.0,4.0,1.0,6.5,NEW ZEALAND,,81.0,COOK STRAIT,-41.704,174.337,0.07,2.0,0.6,,,,,
2013.0,8.0,16.0,4.0,1.0,6.5,NEW ZEALAND,,81.0,WELLINGTON,-41.734,174.152,0.08,2.0,0.6,,,,,
2013.0,9.0,24.0,4.0,3.0,7.7,PAKISTAN,,60.0,OFF COAST GWADAR,25.18,62.26,0.57,11.0,0.6,,,,,
2013.0,10.0,12.0,4.0,1.0,6.6,GREECE,,50.0,CRETE,35.514,23.252,0.01,1.0,0.6,,,,,
2013.0,10.0,25.0,4.0,1.0,7.1,JAPAN,,85.0,E. COAST HONSHU ISLAND,37.156,144.661,0.4,9.0,0.6,,,,,
2013.0,11.0,17.0,4.0,1.0,7.7,ANTARCTICA,,71.0,SCOTIA SEA,-60.274,-46.401,0.15,2.0,0.6,,,,,
2014.0,3.0,16.0,4.0,1.0,6.7,CHILE,,89.0,NORTHERN CHILE,-19.981,-70.702,0.26,7.0,0.6,,,,,
2014.0,4.0,1.0,4.0,1.0,8.2,CHILE,,89.0,NORTHERN CHILE,-19.61,-70.769,4.63,201.0,0.6,,,,1.0,
2014.0,4.0,3.0,4.0,1.0,7.7,CHILE,,89.0,NORTHERN CHILE,-20.571,-70.493,0.74,5.0,0.6,,,,,
2014.0,4.0,12.0,4.0,1.0,7.6,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-11.27,162.148,0.05,8.0,0.6,,,,,
2014.0,4.0,13.0,4.0,1.0,7.4,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-11.463,162.051,0.16,9.0,0.6,,,,,
2014.0,4.0,18.0,4.0,1.0,7.2,MEXICO,,88.0,S. MEXICO,17.397,-100.972,0.43,3.0,0.6,,,,,
2014.0,4.0,19.0,4.0,1.0,7.5,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.755,155.024,0.11,1.0,0.6,,,,,
2014.0,5.0,24.0,4.0,1.0,6.9,GREECE,,50.0,NORTH AEGEAN SEA,40.289,25.389,0.16,1.0,0.6,,,,,
2014.0,6.0,23.0,4.0,1.0,6.9,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.977,-177.725,0.13,5.0,0.6,,,,,
2014.0,6.0,23.0,4.0,1.0,7.9,USA,AK,87.0,"ALEUTIAN ISLANDS, AK",51.849,178.735,0.17,20.0,0.6,,,,,
2014.0,6.0,23.0,4.0,9.0,7.2,SPAIN,,50.0,MEDITERRANEAN AND BLACK SEAS,,,2.5,5.0,0.6,,,,1.0,
2014.0,6.0,27.0,4.0,8.0,7.2,UKRAINE,,40.0,ODESSA,46.32,30.67,2.0,0.0,0.6,,,,,
2014.0,7.0,2.0,4.0,8.0,7.2,GREENLAND,,72.0,"ILULISSAT ICEFJORD, GREENLAND",69.8,-50.217,10.0,1.0,0.6,,,,1.0,
2014.0,7.0,11.0,4.0,1.0,6.5,JAPAN,,85.0,SANRIKU,37.005,142.453,0.2,6.0,0.6,,,,,
2014.0,7.0,25.0,4.0,1.0,6.0,USA,AK,87.0,"PALMA BAY, AK",58.335,-136.971,0.08,1.0,0.6,,,,,
2014.0,10.0,9.0,4.0,1.0,7.0,CHILE,,89.0,EASTER ISLAND REGION,-32.108,-110.811,0.47,5.0,0.6,,,,,
2014.0,10.0,14.0,4.0,1.0,7.3,EL SALVADOR,,88.0,GULF OF FONSECA,12.526,-88.123,0.02,2.0,0.6,,,,,
2014.0,11.0,15.0,3.0,1.0,7.1,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,1.893,126.522,0.09,3.0,0.6,,,,,
2015.0,2.0,16.0,4.0,1.0,6.7,JAPAN,,85.0,HONSHU,39.856,142.881,0.27,3.0,0.6,,,,,
2015.0,2.0,19.0,4.0,1.0,6.4,VANUATU,,82.0,VANUATU ISLANDS,-16.431,168.148,8.0,6.0,0.6,,,,1.0,
2015.0,3.0,29.0,4.0,1.0,7.5,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.729,152.562,0.5,2.0,0.6,,,,,
2015.0,5.0,2.0,3.0,1.0,5.7,JAPAN,,85.0,S. OF HONSHU ISLAND,31.529,140.213,0.6,16.0,0.6,,,,,
2015.0,5.0,5.0,3.0,1.0,7.5,PAPUA NEW GUINEA,,82.0,NEW BRITAIN,-5.462,151.875,1.0,1.0,0.6,,,,,
2015.0,5.0,10.0,4.0,8.0,7.2,NORWAY,,73.0,NORTHERN NORWAY,69.8,20.92,0.92,0.0,0.6,,,,,
2015.0,7.0,1.0,3.0,9.0,7.2,SCOTLAND,,73.0,NORTH SEA,,,0.18,3.0,0.6,,,,1.0,
2015.0,7.0,10.0,4.0,1.0,6.7,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.307,158.403,0.01,1.0,0.6,,,,,
2015.0,7.0,18.0,4.0,1.0,7.0,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-10.401,165.141,0.09,5.0,0.6,,,,,
2015.0,7.0,27.0,4.0,1.0,6.9,USA,AK,87.0,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.376,-169.446,0.08,2.0,0.6,,,,,
2015.0,9.0,16.0,4.0,1.0,8.3,CHILE,,89.0,CENTRAL CHILE,-31.573,-71.674,13.6,1128.0,8.4,8.0,1.0,,1.0,
2015.0,10.0,18.0,4.0,8.0,7.2,USA,AK,87.0,"ICY BAY, AK",60.08,-141.3,193.0,3.0,0.6,,,,,
2015.0,11.0,11.0,4.0,1.0,6.9,CHILE,,89.0,CENTRAL CHILE,-29.507,-72.007,0.55,2.0,0.6,,,,,
2015.0,11.0,13.0,4.0,1.0,6.7,JAPAN,,85.0,JAPAN,31.001,128.873,0.3,1.0,0.6,,,,,
2015.0,11.0,17.0,4.0,3.0,6.5,GREECE,,50.0,IONIAN SEA,38.67,20.6,0.15,1.0,0.6,,,,,
2015.0,11.0,18.0,4.0,1.0,6.8,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.899,158.422,0.1,1.0,0.6,,,,,
2016.0,1.0,25.0,4.0,1.0,6.3,MOROCCO,,50.0,MOROCCO,35.649,-3.682,0.02,2.0,0.6,,,,,
2016.0,3.0,2.0,4.0,1.0,7.8,INDONESIA,,60.0,SW. SUMATRA,-4.952,94.33,0.21,13.0,0.6,,,,,
2016.0,4.0,16.0,4.0,1.0,7.8,ECUADOR,,89.0,OFF COAST,0.382,-79.922,0.6,7.0,0.6,,,,,
2016.0,4.0,28.0,3.0,1.0,7.0,VANUATU,,82.0,VANUATU ISLANDS,-16.043,167.379,0.02,2.0,0.6,,,,,
2016.0,8.0,12.0,4.0,1.0,7.2,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.477,173.117,0.19,1.0,0.6,,,,,
2016.0,8.0,19.0,3.0,1.0,7.4,UK TERRITORY,,71.0,SOUTHERN ATLANTIC OCEAN,-55.285,-31.877,0.1,1.0,0.6,,,,,
2016.0,8.0,20.0,4.0,1.0,6.0,JAPAN,,85.0,SANRIKU,40.394,143.68,0.01,0.0,0.6,,,,,
2016.0,9.0,1.0,4.0,1.0,7.0,NEW ZEALAND,,81.0,GISBORNE,-37.359,179.146,0.21,4.0,0.6,,,,,
2016.0,11.0,13.0,4.0,1.0,7.8,NEW ZEALAND,,81.0,OFF EAST COAST OF SOUTH ISLAND,-42.737,173.054,6.9,17.0,0.6,,,,1.0,1.0
2016.0,11.0,21.0,4.0,1.0,6.9,JAPAN,,85.0,E. COAST HONSHU ISLAND,37.393,141.387,1.44,44.0,0.6,,,,1.0,
2016.0,11.0,24.0,4.0,1.0,6.9,NICARAGUA,,88.0,NICARAGUA,11.91,-88.897,0.08,3.0,0.6,,,,,
2016.0,12.0,8.0,4.0,1.0,7.8,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.681,161.327,0.43,11.0,0.6,,,,,
2016.0,12.0,9.0,4.0,1.0,6.9,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.749,161.132,0.05,5.0,0.6,,,,,
2016.0,12.0,17.0,4.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-4.505,153.522,0.08,5.0,0.6,,,,,
2016.0,12.0,25.0,4.0,1.0,7.6,CHILE,,89.0,SOUTHERN CHILE,-43.406,-73.941,0.44,4.0,0.6,,,,,
2017.0,1.0,3.0,4.0,1.0,6.9,FIJI,,81.0,FIJI ISLANDS,-19.373,176.052,0.01,1.0,0.6,,,,,
2017.0,1.0,22.0,4.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,BOUGAINVILLE ISLAND,-6.246,155.172,0.04,1.0,0.6,,,,,
2017.0,3.0,19.0,4.0,9.0,7.2,IRAN,,30.0,PERSIAN GULF,27.835,51.94,3.0,27.0,0.6,5.0,1.0,10.0,3.0,2.0
2017.0,4.0,24.0,4.0,1.0,6.9,CHILE,,89.0,CENTRAL CHILE,-33.038,-72.062,0.16,4.0,0.6,,,,,
2017.0,4.0,28.0,4.0,1.0,6.9,PHILIPPINES,,84.0,"SOCCSKSARGEN, PHILIPPINES",5.504,125.066,0.2,1.0,0.6,,,,,
2017.0,5.0,1.0,4.0,1.0,6.2,USA,AK,87.0,"SKAGWAY, AK",59.852,-136.677,0.06,1.0,0.6,,,,,
2017.0,5.0,29.0,3.0,9.0,7.2,NETHERLANDS,,73.0,NORTH SEA,,,2.0,2.0,0.6,,,,1.0,
2017.0,6.0,12.0,4.0,1.0,6.3,GREECE,,50.0,LESBOS,38.93,26.365,0.4,1.0,0.6,,,,,
2017.0,6.0,17.0,4.0,8.0,7.2,GREENLAND,,72.0,"KARRAT FJORD, GREENLAND",71.813,-52.569,90.0,5.0,0.6,4.0,1.0,,1.0,1.0
2017.0,7.0,17.0,4.0,1.0,7.7,RUSSIA,,86.0,BERING ISLAND,54.443,168.857,0.1,1.0,0.6,,,,,
2017.0,7.0,19.0,4.0,8.0,7.2,COLOMBIA,,74.0,OFF THE COAST NEAR SANTA MARTA,11.0,-74.3,8.0,7.0,0.6,,,,1.0,1.0
2017.0,7.0,20.0,4.0,1.0,6.6,TURKEY,,50.0,GULF OF GÖKOVA,36.929,27.414,1.9,40.0,0.6,,,,1.0,
2017.0,9.0,8.0,4.0,1.0,8.2,MEXICO,,88.0,S. MEXICO,14.761,-94.103,2.7,68.0,0.6,,,,1.0,
2017.0,10.0,31.0,4.0,1.0,6.7,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.697,169.149,0.15,4.0,0.6,,,,,
2017.0,11.0,1.0,4.0,1.0,6.6,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.648,168.859,0.1,4.0,0.6,,,,,
2017.0,11.0,19.0,4.0,1.0,6.3,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.638,168.673,0.05,1.0,0.6,,,,,
2017.0,11.0,19.0,4.0,1.0,6.6,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.503,168.598,0.08,1.0,0.6,,,,,
2017.0,11.0,19.0,4.0,1.0,7.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.325,168.672,0.37,5.0,0.6,,,,,
2017.0,12.0,8.0,3.0,0.0,7.2,KERMADEC ISLANDS,,81.0,KERMADEC ISLANDS,-30.0,-179.0,0.5,6.0,0.6,,,,,
2018.0,1.0,10.0,4.0,1.0,7.5,HONDURAS,,74.0,OFF COAST OF HONDURAS,17.483,-83.52,0.4,8.0,0.6,,,,,
2018.0,1.0,14.0,4.0,1.0,7.1,PERU,,89.0,S. PERU,-15.982,-74.512,0.15,4.0,0.6,,,,,
2018.0,1.0,23.0,4.0,1.0,7.9,USA,AK,87.0,"KODIAK ISLAND, AK",56.004,-149.166,0.25,64.0,0.6,,,,,
2018.0,2.0,9.0,4.0,6.0,7.2,PAPUA NEW GUINEA,,82.0,"KADOVAR ISLAND, PAPUA NEW GUINEA",-3.608,144.588,1.0,1.0,0.6,,,,,
2018.0,5.0,4.0,4.0,4.0,6.9,USA,HI,80.0,HAWAII,19.313,-154.998,0.4,7.0,0.6,,,,,
2018.0,5.0,6.0,4.0,1.0,5.4,JAPAN,,85.0,S. OF HONSHU ISLAND,31.444,140.193,0.15,1.0,0.6,,,,,
2018.0,5.0,15.0,4.0,9.0,7.2,USA,,75.0,NORTHEAST U.S.A.,,,0.22,10.0,0.6,,,,,
2018.0,7.0,16.0,3.0,9.0,7.2,SPAIN,,50.0,BALEARIC ISLANDS,,,0.75,3.0,0.6,1.0,1.0,,1.0,
2018.0,7.0,28.0,3.0,1.0,6.4,INDONESIA,,60.0,BALI SEA,-8.24,116.508,2.5,2.0,0.6,,,,1.0,1.0
2018.0,8.0,5.0,4.0,1.0,6.9,INDONESIA,,60.0,BALI SEA,-8.258,116.438,2.0,6.0,0.6,,,,,
2018.0,8.0,19.0,4.0,1.0,8.2,FIJI,,81.0,FIJI ISLANDS,-18.113,-178.153,0.92,0.0,0.6,,,,,
2018.0,8.0,19.0,3.0,1.0,6.3,INDONESIA,,60.0,BALI SEA,-8.337,116.599,0.92,0.0,0.6,,,,,
2018.0,8.0,29.0,4.0,1.0,7.1,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.03,170.126,0.27,7.0,0.6,,,,,
2018.0,9.0,28.0,4.0,3.0,7.5,INDONESIA,,83.0,SULAWESI,-0.256,119.846,10.73,291.0,0.6,4340.0,4.0,1500.0,4.0,4.0
2018.0,10.0,16.0,4.0,1.0,6.5,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.743,169.522,0.05,1.0,0.6,,,,,
2018.0,10.0,25.0,4.0,1.0,6.8,GREECE,,50.0,IONIAN SEA,37.52,20.557,0.5,9.0,0.6,,,,,
2018.0,12.0,5.0,4.0,1.0,7.5,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.95,169.427,2.0,34.0,0.6,,,,1.0,
2018.0,12.0,22.0,4.0,7.0,7.2,INDONESIA,,60.0,KRAKATAU,-6.102,105.423,85.0,410.0,0.6,437.0,3.0,250.0,4.0,3.0
2019.0,3.0,20.0,3.0,9.0,7.2,JAPAN,,85.0,"NAGASAKI, JAPAN",,,2.9,2.0,0.6,,,,2.0,
2019.0,4.0,14.0,4.0,9.0,7.2,USA,OH,75.0,LAKE ERIE,,,1.75,2.0,0.6,,,,1.0,
2019.0,6.0,14.0,4.0,1.0,6.4,CHILE,,89.0,CENTRAL CHILE,-30.056,-72.082,0.07,1.0,0.6,,,,,
2019.0,6.0,15.0,4.0,1.0,7.2,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-30.805,-178.095,0.14,7.0,0.6,,,,,
2019.0,6.0,18.0,4.0,1.0,6.4,JAPAN,,85.0,NIIGATA,38.646,139.472,0.1,8.0,0.6,,,,,
2019.0,8.0,28.0,3.0,6.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,0.3,1.0,0.6,,,,,
2019.0,11.0,14.0,4.0,1.0,7.1,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,1.6,126.416,0.11,8.0,0.6,,,,,
2020.0,1.0,7.0,4.0,1.0,6.4,USA TERRITORY,PR,74.0,PUERTO RICO,17.916,-66.813,0.06,6.0,0.6,,,,,
2020.0,1.0,28.0,4.0,1.0,7.7,CUBA,,74.0,OFF SE COAST,19.44,-78.755,0.11,2.0,0.6,,,,,
2020.0,3.0,25.0,4.0,1.0,7.5,RUSSIA,,86.0,N. KURIL ISLANDS,48.986,157.693,0.25,16.0,0.6,,,,,
2020.0,4.0,23.0,4.0,9.0,7.2,USA,FL,76.0,GULF OF MEXICO,,,0.5,1.0,0.6,,,,,
2020.0,5.0,2.0,4.0,1.0,6.6,GREECE,,50.0,CRETE,34.205,25.712,0.95,15.0,0.6,,,,,
2020.0,6.0,13.0,4.0,9.0,7.2,USA,FL,76.0,GULF OF MEXICO,,,0.5,1.0,0.6,,,,,
2020.0,6.0,18.0,4.0,1.0,7.4,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-33.294,-177.838,0.11,4.0,0.6,,,,,
2020.0,6.0,23.0,4.0,1.0,7.4,MEXICO,,88.0,OFF COAST OF OAXACA,16.029,-95.901,1.57,9.0,0.6,,,,,
2020.0,7.0,22.0,4.0,1.0,7.8,USA,AK,87.0,"SHUMAGIN ISLANDS, AK",55.03,-158.522,0.24,13.0,0.6,,,,,
2020.0,10.0,19.0,4.0,1.0,7.6,USA,AK,87.0,"SHUMAGIN ISLANDS, AK",54.608,-159.655,0.76,33.0,0.6,,,,,
2020.0,10.0,30.0,4.0,1.0,7.0,TURKEY,,50.0,AEGEAN SEA,37.918,26.79,5.3,268.0,0.6,1.0,1.0,,2.0,
2020.0,11.0,14.0,4.0,8.0,7.2,SPAIN,,73.0,"VALLE GRAN REY, LA GOMERA ISLAND",28.08,-17.325,0.5,1.0,0.6,,,,,
2020.0,12.0,27.0,4.0,1.0,6.7,CHILE,,89.0,CENTRAL CHILE,-39.343,-74.99,0.16,1.0,0.6,,,,,
2021.0,1.0,23.0,4.0,1.0,6.9,ANTARCTICA,,71.0,SCOTIA SEA,-61.825,-55.494,0.04,2.0,0.6,,,,,
2021.0,2.0,10.0,4.0,1.0,7.7,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-23.054,171.601,0.78,39.0,0.6,,,,,
2021.0,2.0,13.0,4.0,1.0,7.1,JAPAN,,85.0,OFF FUKUSHIMA PREFECTURE,37.745,141.749,0.1,4.0,0.6,,,,,
2021.0,3.0,4.0,4.0,1.0,7.3,NEW ZEALAND,,81.0,GISBORNE,-37.563,179.444,0.28,9.0,0.6,,,,,
2021.0,3.0,4.0,4.0,1.0,7.4,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.613,-177.843,0.31,11.0,0.6,,,,,
2021.0,3.0,4.0,4.0,1.0,8.1,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.74,-177.267,1.0,174.0,0.6,,,,,
2021.0,3.0,18.0,4.0,1.0,6.0,ALGERIA,,50.0,N. ALGERIA,36.915,5.199,0.05,5.0,0.6,,,,,
2021.0,4.0,19.0,4.0,6.0,7.2,SAINT VINCENT AND THE GRENADINES,,74.0,SOUFRIERE VOLCANO,13.33,-61.18,0.1,4.0,0.6,,,,,
2021.0,6.0,16.0,4.0,3.0,5.8,INDONESIA,,83.0,BANDA SEA,-3.593,129.503,0.51,3.0,0.6,,,,,
2021.0,7.0,29.0,4.0,1.0,8.2,USA,AK,87.0,"KODIAK ISLAND, AK",55.325,-157.841,0.42,63.0,0.6,,,,,
