Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed Description
1905.0,10.0,4.0,4.0,1.0,5.1,RUSSIA,,40.0,BLACK SEA,44.5,37.5,0.5,1.0,-1.0,,,,,
1905.0,11.0,8.0,3.0,3.0,7.2,GREECE,,50.0,NORTH AEGEAN SEA,40.092,24.627,3.0,1.0,0.6,5.0,1.0,,2.0,
1906.0,1.0,31.0,4.0,1.0,8.8,ECUADOR,,89.0,OFF COAST,0.955,-79.369,5.0,59.0,1.0,1000.0,3.0,,3.0,3.0
1906.0,1.0,31.0,4.0,1.0,7.2,VENEZUELA,,74.0,CARACAS,10.5,-66.916,0.92,6.0,0.6,,,,,
1906.0,2.0,7.0,4.0,1.0,7.2,ECUADOR,,89.0,COLOMBIA-ECUADOR,1.0,-81.0,0.25,1.0,0.6,,,,,
1906.0,2.0,21.0,3.0,1.0,7.2,COLOMBIA,,89.0,BUENAVENTURA,3.9,-77.033,0.92,0.0,0.6,,,,,
1906.0,4.0,4.0,4.0,6.0,7.2,ITALY,,50.0,TYRRHENIAN SEA,40.821,14.426,0.4,0.0,0.6,,,,,
1906.0,4.0,18.0,4.0,3.0,7.9,USA,CA,88.0,N. CALIFORNIA,37.7,-122.5,0.1,3.0,-3.3,,,,,
1906.0,8.0,17.0,3.0,1.0,8.2,CHILE,,89.0,CENTRAL CHILE,-33.0,-72.0,3.5,34.0,1.8,,,,1.0,
1906.0,9.0,14.0,4.0,1.0,8.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-7.0,149.0,1.5,7.0,0.6,,,,1.0,
1906.0,10.0,2.0,3.0,1.0,7.2,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.0,149.0,1.2,2.0,0.6,,,,,
1906.0,11.0,20.0,3.0,1.0,5.0,GHANA,,77.0,GOLD COAST,6.5,0.3,0.92,1.0,0.6,,,,,
1907.0,1.0,4.0,4.0,1.0,8.2,INDONESIA,,60.0,NW. SUMATRA,2.681,95.53,15.0,88.0,1.5,2188.0,4.0,,3.0,3.0
1907.0,1.0,14.0,4.0,1.0,6.2,JAMAICA,,74.0,JAMAICA,18.667,-76.237,2.5,10.0,1.3,,,,2.0,
1907.0,4.0,14.0,3.0,1.0,8.1,MEXICO,,88.0,S. MEXICO,17.0,-100.0,2.0,3.0,1.0,,,,,
1907.0,9.0,24.0,3.0,3.0,5.5,USA,AK,87.0,"SKAGWAY, AK",59.5,-135.5,0.7,1.0,-0.5,,,,,
1907.0,10.0,6.0,4.0,6.0,7.2,SAMOA,,81.0,MATAVANU VOLCANO,-13.612,-172.525,3.6,2.0,0.6,,,,1.0,1.0
1907.0,10.0,23.0,4.0,1.0,5.9,ITALY,,50.0,IONIAN CALABRIA,38.133,16.017,0.92,2.0,0.6,,,,,
1908.0,2.0,6.0,3.0,1.0,7.5,INDONESIA,,60.0,SW. SUMATRA,-2.0,100.0,1.4,1.0,0.5,,,,,
1908.0,9.0,21.0,4.0,1.0,6.8,USA,HI,80.0,HAWAII,19.0,-155.0,1.2,2.0,-0.5,,,,,
1908.0,12.0,28.0,4.0,3.0,7.0,ITALY,,50.0,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,13.0,87.0,0.6,2000.0,4.0,,4.0,4.0
1909.0,3.0,12.0,4.0,1.0,6.7,JAPAN,,85.0,OFF BOSO PENINSULA,34.5,141.5,0.92,1.0,-1.0,,,,,
1909.0,3.0,13.0,4.0,1.0,7.5,JAPAN,,85.0,OFF BOSO PENINSULA,34.5,141.5,0.92,1.0,-1.0,,,,,
1909.0,8.0,14.0,4.0,1.0,6.9,JAPAN,,85.0,"ANEGAWA, JAPAN",35.4,136.3,1.8,1.0,1.0,,,,,
1909.0,12.0,9.0,4.0,1.0,8.0,USA TERRITORY,GU,81.0,"GUAM, MARIANA ISLANDS",12.5,145.0,0.92,1.0,0.6,,,,,
1910.0,11.0,10.0,3.0,1.0,7.2,VANUATU,,82.0,VANUATU ISLANDS,-14.0,166.5,0.92,1.0,0.6,,,,,
1911.0,1.0,30.0,4.0,6.0,7.2,PHILIPPINES,,84.0,"TAAL, LUZON ISLAND",14.002,120.993,3.0,2.0,0.6,50.0,1.0,,1.0,1.0
1911.0,2.0,18.0,3.0,1.0,6.7,ALBANIA,,50.0,OCHRIDA LAKE,40.9,20.8,0.92,0.0,0.6,,,,,
1911.0,6.0,15.0,4.0,1.0,8.0,JAPAN,,85.0,RYUKYU ISLANDS,28.0,130.0,0.92,2.0,1.0,,,,2.0,3.0
1911.0,11.0,3.0,3.0,8.0,7.2,TRINIDAD AND TOBAGO,,74.0,TRINIDAD,10.5,-61.2,0.92,1.0,0.6,,,,,
1912.0,6.0,8.0,3.0,1.0,6.6,JAPAN,,85.0,SANRIKU,40.5,142.0,0.5,1.0,-1.0,,,,,
1912.0,8.0,9.0,4.0,3.0,7.2,TURKEY,,50.0,MARMARA SEA,40.73,27.121,2.7,6.0,0.6,,,,,
1913.0,2.0,22.0,3.0,1.0,6.8,NEW ZEALAND,,81.0,TASMAN SEA,-41.8,171.5,1.5,4.0,0.6,,,,,
1913.0,10.0,11.0,4.0,1.0,7.0,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-7.0,148.0,0.1,1.0,-3.3,,,,,
1914.0,1.0,12.0,4.0,4.0,7.1,JAPAN,,85.0,SEIKAIDO,31.58,130.67,3.0,1.0,1.6,,,,1.0,
1914.0,5.0,26.0,4.0,1.0,8.1,INDONESIA,,83.0,NW. IRIAN JAYA,-1.829,136.943,0.1,5.0,1.5,,1.0,,,
1914.0,10.0,6.0,4.0,3.0,7.2,NEW ZEALAND,,81.0,"TOLAGA BAY, NORTH ISLAND",-37.8,178.2,0.92,0.0,0.6,,,,,
1915.0,11.0,1.0,4.0,1.0,7.8,JAPAN,,85.0,SANRIKU,38.3,142.9,1.0,3.0,0.6,,,,,
1915.0,11.0,18.0,3.0,1.0,6.4,PHILIPPINES,,84.0,W. LUZON ISLAND,18.0,119.5,0.92,1.0,0.6,,,,,
1916.0,1.0,1.0,3.0,1.0,7.9,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.739,152.548,0.92,1.0,1.5,,,,1.0,
1916.0,4.0,26.0,4.0,1.0,7.0,PANAMA,,74.0,BOCAS DEL TORO,9.6,-82.0,1.3,6.0,0.6,,,,1.0,
1916.0,7.0,3.0,4.0,1.0,5.1,ITALY,,50.0,STROMBOLI ISLAND,38.817,15.233,10.0,3.0,0.6,,,,,
1916.0,8.0,16.0,4.0,1.0,6.0,ITALY,,50.0,CENTRAL ADRIATIC,44.035,13.009,0.92,1.0,0.6,,,,,
1916.0,8.0,29.0,3.0,9.0,7.2,DOMINICAN REPUBLIC,,74.0,SANTO DOMINGO,,,0.92,1.0,0.6,43.0,1.0,,2.0,
1917.0,1.0,20.0,3.0,1.0,6.6,INDONESIA,,60.0,BALI SEA,-7.0,116.0,2.0,2.0,1.0,,,,,
1917.0,1.0,25.0,3.0,1.0,6.5,CHINA,,84.0,SOUTH CHINA SEA,24.47,118.08,0.92,2.0,1.0,,,,1.0,
1917.0,1.0,31.0,3.0,1.0,6.4,PHILIPPINES,,84.0,CELEBES SEA,6.0,125.0,1.5,1.0,0.6,,,,,
1917.0,5.0,1.0,4.0,1.0,8.0,NEW ZEALAND,,81.0,KERMADEC ISLANDS,-29.2,-177.0,0.3,6.0,3.6,,,,,
1917.0,5.0,6.0,4.0,1.0,5.8,TAIWAN,,84.0,TAIWAN,23.2,121.6,0.5,1.0,-1.0,,,,,
1917.0,6.0,26.0,4.0,1.0,8.3,SAMOA,,81.0,SAMOA ISLANDS,-15.5,-173.0,12.2,17.0,3.6,2.0,1.0,,2.0,3.0
1917.0,8.0,16.0,3.0,8.0,7.2,USA,AK,87.0,"TAKU INLET, JUNEAU, AK",58.204,-134.147,2.4,1.0,0.6,1.0,1.0,,1.0,
1917.0,12.0,6.0,4.0,10.0,7.2,CANADA,NS,75.0,"HALIFAX, NOVA SCOTIA",44.633,-63.583,7.0,5.0,0.6,,2.0,,,
1918.0,2.0,13.0,3.0,3.0,7.5,CHINA,,84.0,GUANGDONG PROVINCE,23.5,117.2,0.92,1.0,1.0,,,,,
1918.0,8.0,15.0,4.0,1.0,8.3,PHILIPPINES,,84.0,CELEBES SEA,5.538,123.994,7.2,10.0,2.8,6.0,1.0,,2.0,
1918.0,9.0,7.0,4.0,1.0,8.2,RUSSIA,,86.0,S. KURIL ISLANDS,45.5,151.5,12.0,22.0,3.6,23.0,1.0,,2.0,2.0
1918.0,10.0,11.0,4.0,3.0,7.1,USA TERRITORY,PR,74.0,PUERTO RICO: MONA PASSAGE,18.7,-67.189,6.1,21.0,2.6,140.0,3.0,4.0,2.0,
1918.0,10.0,25.0,3.0,1.0,6.4,USA TERRITORY,PR,74.0,PUERTO RICO,18.441,-67.214,0.92,2.0,0.6,,,,,
1918.0,11.0,8.0,4.0,1.0,7.8,RUSSIA,,86.0,S. KURIL ISLANDS,44.5,151.5,0.5,8.0,1.0,,,,,
1918.0,12.0,4.0,4.0,1.0,7.8,CHILE,,89.0,NORTHERN CHILE,-26.0,-71.0,5.0,4.0,2.3,,,,1.0,
1919.0,4.0,30.0,4.0,1.0,8.1,TONGA,,81.0,TONGA ISLANDS,-18.352,-172.515,2.5,9.0,1.3,,,,,
1919.0,5.0,6.0,3.0,1.0,8.2,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-4.806,153.859,0.92,2.0,2.6,,,,,
1919.0,5.0,22.0,4.0,6.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,0.75,5.0,0.6,,,,1.0,
1919.0,6.0,29.0,3.0,1.0,6.6,NICARAGUA,,88.0,GULF OF FONSECA,12.33,-88.291,0.92,2.0,0.6,,,,,
1919.0,10.0,2.0,4.0,7.0,7.2,USA,HI,80.0,"ALIKA, HAWAII",19.23,-155.9,4.3,3.0,0.6,,,,1.0,
1920.0,8.0,20.0,3.0,1.0,7.0,CHILE,,89.0,CENTRAL CHILE,-38.0,-73.5,1.4,1.0,0.5,,,,,
1920.0,9.0,20.0,3.0,1.0,7.8,VANUATU,,82.0,VANUATU ISLANDS,-19.919,168.53,0.92,2.0,1.0,,,,1.0,
1921.0,8.0,4.0,3.0,1.0,7.2,CHINA,,84.0,"XIAOSI, DANDONG, LIAONING",40.13,124.38,0.92,0.0,0.6,,,,2.0,1.0
1921.0,9.0,11.0,4.0,1.0,7.5,INDONESIA,,60.0,JAVA,-11.0,111.0,0.1,3.0,-2.3,,,,,
1921.0,11.0,11.0,3.0,1.0,7.5,PHILIPPINES,,84.0,PHILIPPINE TRENCH,8.0,127.0,0.92,4.0,0.5,,,,1.0,1.0
1922.0,1.0,19.0,3.0,1.0,6.9,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-7.111,143.53,1.8,1.0,0.6,,,,,
1922.0,11.0,11.0,4.0,1.0,8.5,CHILE,,89.0,NORTHERN CHILE,-28.293,-69.852,9.0,36.0,3.2,200.0,3.0,,3.0,3.0
1922.0,12.0,25.0,3.0,1.0,6.3,NEW ZEALAND,,81.0,SE. NEW ZEALAND,-43.0,173.0,0.4,3.0,0.6,,,,,
1923.0,2.0,3.0,4.0,1.0,8.4,RUSSIA,,86.0,KAMCHATKA,54.486,160.472,8.0,21.0,3.0,3.0,1.0,1.5,2.0,
1923.0,2.0,17.0,3.0,0.0,7.2,CHILE,,89.0,CENTRAL CHILE,-35.33,-72.42,1.5,1.0,0.6,,,,,
1923.0,3.0,2.0,3.0,1.0,7.2,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",6.5,124.0,0.92,1.0,0.6,,,,,
1923.0,4.0,13.0,4.0,1.0,7.2,RUSSIA,,86.0,KAMCHATKA,56.5,162.5,20.0,11.0,4.9,18.0,1.0,,3.0,3.0
1923.0,6.0,1.0,4.0,1.0,7.3,JAPAN,,85.0,"KASHIMA, JAPAN",35.4,141.8,0.4,1.0,-1.3,,,,,
1923.0,9.0,1.0,4.0,1.0,7.9,JAPAN,,85.0,SAGAMI BAY,35.1,139.5,13.0,140.0,3.6,2144.0,4.0,,3.0,3.0
1923.0,9.0,2.0,4.0,1.0,7.7,JAPAN,,85.0,RYUKYU ISLANDS,34.9,140.2,0.3,6.0,-1.7,,,,,
1923.0,11.0,2.0,3.0,1.0,7.1,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.653,154.232,0.92,2.0,0.6,,,,,
1924.0,3.0,4.0,3.0,1.0,6.7,COSTA RICA,,88.0,COSTA RICA,9.587,-84.515,0.92,1.0,0.6,,,,,
1924.0,4.0,14.0,4.0,3.0,8.3,PHILIPPINES,,84.0,E. MINDANAO ISLAND,6.5,126.5,0.92,3.0,0.6,,,,,
1924.0,5.0,6.0,4.0,3.0,6.5,PHILIPPINES,,84.0,PHILIPPINES,16.0,118.0,0.92,1.0,1.0,,,,1.0,
1924.0,6.0,26.0,3.0,1.0,7.8,AUSTRALIA,,81.0,MACQUARIE ISLAND,-56.0,157.5,0.92,1.0,0.6,,,,,
1925.0,2.0,23.0,3.0,3.0,6.0,USA,AK,87.0,"GULF OF ALASKA, AK",60.0,-146.0,1.4,1.0,0.5,,,,1.0,
1925.0,10.0,4.0,4.0,9.0,7.2,USA,CA,88.0,CALIFORNIA,,,0.34,2.0,0.6,,,,,
1926.0,1.0,25.0,3.0,1.0,7.5,SOLOMON ISLANDS,,82.0,SOLOMON SEA,-10.061,159.215,0.92,1.0,0.6,,,,,
1926.0,8.0,30.0,3.0,1.0,7.2,GREECE,,50.0,ARGOLIKOS GULF,36.5,23.3,0.92,0.0,0.6,,,,,
1926.0,9.0,16.0,4.0,1.0,6.9,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.674,159.519,2.0,2.0,1.0,,,,1.0,
1927.0,3.0,7.0,4.0,3.0,7.6,JAPAN,,85.0,SW. HONSHU ISLAND,35.6,135.1,11.3,17.0,0.4,,,,,
1927.0,6.0,26.0,4.0,1.0,6.0,UKRAINE,,40.0,"CRIMEA, BLACK SEA",44.4,34.4,0.7,0.0,-0.5,,,,,
1927.0,8.0,5.0,4.0,1.0,6.9,JAPAN,,85.0,SANRIKU,37.9,142.0,0.1,5.0,-3.3,,,,,
1927.0,8.0,18.0,4.0,1.0,6.4,JAPAN,,85.0,"KASHIMA, JAPAN",34.2,142.0,0.4,2.0,-1.3,,,,,
1927.0,9.0,11.0,4.0,1.0,6.8,UKRAINE,,40.0,"CRIMEA, BLACK SEA",44.4,34.5,1.0,1.0,0.6,,,,1.0,2.0
1927.0,10.0,24.0,3.0,3.0,7.1,USA,AK,87.0,"SE. ALASKA, AK",57.69,-136.07,0.92,9.0,0.6,,,,1.0,
1927.0,11.0,4.0,4.0,1.0,7.3,USA,CA,88.0,S. CALIFORNIA,34.813,-120.774,1.8,8.0,1.0,,,,1.0,
1927.0,11.0,21.0,3.0,1.0,7.1,CHILE,,89.0,SOUTHERN CHILE,-44.6,-73.0,0.92,1.0,1.5,,,,,
1927.0,12.0,1.0,3.0,1.0,6.3,INDONESIA,,83.0,SULAWESI,-0.7,119.7,15.0,2.0,3.9,50.0,1.0,,2.0,2.0
1927.0,12.0,28.0,4.0,1.0,7.5,RUSSIA,,86.0,KAMCHATKA,55.663,160.039,2.0,2.0,1.0,,,,,
1928.0,3.0,22.0,4.0,1.0,7.7,MEXICO,,88.0,MEXICO,15.67,-96.1,0.92,1.0,0.6,,,,,
1928.0,3.0,26.0,3.0,6.0,7.2,INDONESIA,,60.0,KRAKATAU,-6.102,105.423,0.92,0.0,0.6,,,,,
1928.0,4.0,22.0,3.0,1.0,6.0,GREECE,,50.0,CORINTHOS-PATRAS GULF,38.0,23.0,0.6,7.0,1.1,,,,,
1928.0,5.0,27.0,4.0,1.0,7.0,JAPAN,,85.0,SANRIKU,40.0,143.2,0.45,8.0,-2.3,,,,,
1928.0,6.0,15.0,3.0,1.0,7.0,PHILIPPINES,,84.0,SULU SEA,12.4,120.9,0.92,1.0,0.6,,,,1.0,
1928.0,6.0,17.0,4.0,1.0,7.7,MEXICO,,88.0,S. MEXICO,16.028,-97.036,0.2,10.0,3.0,,,,1.0,
1928.0,8.0,4.0,4.0,7.0,7.2,INDONESIA,,60.0,FLORES SEA,-8.32,121.708,10.0,2.0,3.3,128.0,3.0,,1.0,
1928.0,12.0,1.0,3.0,1.0,7.6,CHILE,,89.0,CENTRAL CHILE,-35.0,-72.0,1.5,2.0,0.6,,,,,
1928.0,12.0,19.0,3.0,1.0,7.3,PHILIPPINES,,84.0,CELEBES SEA,7.0,124.0,0.92,2.0,0.6,4.0,1.0,,2.0,
1929.0,1.0,17.0,4.0,1.0,6.9,VENEZUELA,,74.0,CUMANA,10.6,-65.6,6.0,5.0,1.0,,,,3.0,3.0
1929.0,3.0,7.0,4.0,1.0,7.8,USA,AK,87.0,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,1.0,7.0,0.6,,,,1.0,
1929.0,5.0,21.0,4.0,1.0,7.1,JAPAN,,85.0,HIUGANADA,31.7,132.2,0.7,1.0,-0.5,,,,,
1929.0,5.0,26.0,3.0,1.0,7.0,CANADA,BC,88.0,BRITISH COLUMBIA,51.0,-131.0,1.5,3.0,0.6,,,,,
1929.0,11.0,18.0,4.0,3.0,7.2,CANADA,NL,75.0,"GRAND BANKS, NEWFOUNDLAND",44.426,-56.03,13.0,46.0,2.2,28.0,1.0,1.0,2.0,
1930.0,3.0,4.0,4.0,8.0,7.2,PORTUGAL,,73.0,MADEIRA ISLAND,32.617,-16.967,5.0,1.0,0.6,20.0,1.0,,,
1930.0,5.0,2.0,4.0,8.0,7.2,NORWAY,,73.0,MID-NORWAY,63.317,9.85,0.92,0.0,0.6,,,,1.0,
1930.0,5.0,5.0,4.0,1.0,7.3,MYANMAR (BURMA),,60.0,MYANMAR COAST,17.3,96.5,1.06,1.0,0.6,,,,3.0,3.0
1930.0,6.0,19.0,3.0,1.0,6.0,INDONESIA,,60.0,SOUTH OF JAVA,-5.6,105.3,1.5,1.0,-0.5,,,,,
1930.0,8.0,31.0,3.0,3.0,5.2,USA,CA,88.0,S. CALIFORNIA,34.03,-118.643,3.05,3.0,-1.0,1.0,1.0,,,
1930.0,9.0,11.0,4.0,6.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,2.5,2.0,0.6,1.0,1.0,,,
1930.0,9.0,30.0,3.0,1.0,6.6,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.423,145.46,0.92,1.0,0.6,,,,,
1930.0,10.0,30.0,4.0,1.0,6.0,ITALY,,50.0,CENTRAL ADRIATIC,43.89,13.483,0.92,1.0,0.6,,,,1.0,
1930.0,11.0,5.0,3.0,1.0,7.2,KENYA,,60.0,MOMBASA,-4.05,39.667,6.0,1.0,0.6,,,,,
1930.0,12.0,23.0,4.0,1.0,6.5,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-1.3,144.3,12.0,29.0,3.4,27.0,1.0,,2.0,3.0
1931.0,2.0,2.0,4.0,3.0,7.7,NEW ZEALAND,,81.0,N. NEW ZEALAND,-39.772,176.025,15.0,5.0,0.6,,,,1.0,
1931.0,3.0,9.0,4.0,1.0,7.6,JAPAN,,85.0,SANRIKU,41.2,142.5,0.4,7.0,-1.3,,,,,
1931.0,9.0,25.0,3.0,1.0,7.4,INDONESIA,,60.0,SW. SUMATRA,-5.0,102.75,1.0,1.0,4.9,,,,,
1931.0,10.0,3.0,4.0,1.0,7.8,SOLOMON ISLANDS,,82.0,SAN CRISTOBAL ISLAND,-10.932,161.016,9.0,13.0,3.3,50.0,1.0,,3.0,3.0
1931.0,11.0,2.0,4.0,1.0,7.1,JAPAN,,85.0,SEIKAIDO,32.2,132.1,0.8,9.0,-0.3,,,,,
1932.0,6.0,3.0,4.0,1.0,8.1,MEXICO,,88.0,CENTRAL MEXICO,19.623,-103.919,10.0,19.0,1.5,4.0,1.0,,2.0,2.0
1932.0,6.0,18.0,4.0,1.0,7.8,MEXICO,,88.0,CENTRAL MEXICO,19.081,-103.631,1.0,2.0,1.0,,,,,
1932.0,6.0,22.0,4.0,1.0,7.7,MEXICO,,88.0,CENTRAL MEXICO,19.242,-104.383,10.0,10.0,3.3,75.0,2.0,,3.0,2.0
1933.0,1.0,8.0,4.0,6.0,6.0,RUSSIA,,86.0,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,9.0,2.0,3.2,2.0,1.0,,,
1933.0,2.0,20.0,3.0,1.0,4.0,MEXICO,,88.0,MEXICO,18.68,-104.82,1.13,2.0,0.6,,,,1.0,1.0
1933.0,3.0,2.0,4.0,1.0,8.4,JAPAN,,85.0,SANRIKU,39.209,144.59,29.0,294.0,4.9,3022.0,4.0,,4.0,4.0
1933.0,5.0,8.0,3.0,1.0,6.7,MEXICO,,88.0,MEXICO,17.404,-100.908,0.92,1.0,0.6,,,,1.0,
1933.0,5.0,19.0,3.0,1.0,7.2,TOGO,,77.0,GOLD COAST,6.9,0.6,0.92,1.0,0.6,,,,,
1933.0,6.0,18.0,4.0,1.0,7.1,JAPAN,,85.0,SANRIKU,38.1,142.4,0.2,8.0,-2.3,,,,,
1933.0,10.0,2.0,3.0,1.0,6.9,ECUADOR,,89.0,ECUADOR,-2.0,-81.0,0.92,1.0,0.6,,,,,
1934.0,2.0,14.0,4.0,1.0,7.9,PHILIPPINES,,84.0,SOUTH CHINA SEA,17.5,119.0,0.92,1.0,0.6,,,,,
1934.0,4.0,7.0,3.0,8.0,7.2,NORWAY,,73.0,TAFJORD,62.267,7.4,62.3,12.0,0.6,41.0,1.0,,2.0,
1934.0,7.0,18.0,3.0,1.0,7.7,PANAMA,,88.0,COSTA RICA-PANAMA,8.0,-82.5,0.92,2.0,1.0,,,,1.0,2.0
1934.0,7.0,18.0,3.0,1.0,7.8,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-11.907,166.731,0.65,3.0,-0.7,,,,,
1934.0,7.0,21.0,3.0,1.0,7.2,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-11.139,165.503,0.92,3.0,0.6,,,,,
1935.0,1.0,4.0,3.0,3.0,6.4,TURKEY,,50.0,MARMARA SEA,40.62,27.451,0.92,0.0,0.6,,,,,
1935.0,7.0,19.0,4.0,1.0,6.5,JAPAN,,85.0,JAPAN,36.6,141.4,0.2,1.0,-2.3,,,,,
1935.0,9.0,20.0,3.0,1.0,7.8,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-3.824,141.416,0.92,1.0,0.6,,,,,
1935.0,10.0,12.0,4.0,1.0,7.2,JAPAN,,85.0,SANRIKU,39.9,143.7,0.3,8.0,-1.7,,,,,
1935.0,10.0,18.0,4.0,1.0,7.0,JAPAN,,85.0,SANRIKU,40.7,144.3,0.2,2.0,-2.3,,,,,
1936.0,4.0,1.0,4.0,1.0,7.7,INDONESIA,,83.0,SULAWESI,4.5,126.5,3.0,2.0,1.5,,,,,
1936.0,7.0,13.0,4.0,1.0,7.3,CHILE,,89.0,NORTHERN CHILE,-24.5,-70.0,1.0,3.0,0.6,,,,,
1936.0,9.0,13.0,4.0,8.0,7.2,NORWAY,,73.0,LOEN,61.87,6.851,74.0,5.0,0.6,73.0,2.0,,1.0,
1936.0,10.0,27.0,4.0,8.0,7.2,USA,AK,87.0,"LITUYA BAY, AK",58.6,-137.1,149.35,1.0,5.6,,,,1.0,1.0
1936.0,11.0,2.0,4.0,1.0,7.7,JAPAN,,85.0,SANRIKU,38.2,142.2,0.7,11.0,-0.5,,,,,
1936.0,1.0,1.0,3.0,0.0,7.2,NEW CALEDONIA,,82.0,NEW CALEDONIA,-20.5,165.0,2.2,2.0,0.6,,,,1.0,
1937.0,5.0,29.0,4.0,6.0,7.2,PAPUA NEW GUINEA,,82.0,RABAUL,-4.271,152.203,2.5,4.0,1.3,,1.0,,1.0,
1937.0,8.0,20.0,3.0,1.0,7.5,PHILIPPINES,,84.0,W. LUZON ISLAND,14.5,121.5,0.92,2.0,0.5,,,,,
1937.0,9.0,21.0,3.0,1.0,5.7,RUSSIA,,86.0,KAMCHATKA,56.0,162.5,0.92,0.0,0.6,,,,,
1938.0,2.0,1.0,4.0,1.0,8.6,INDONESIA,,83.0,BANDA SEA,-5.045,131.614,1.0,5.0,1.0,,,,2.0,1.0
1938.0,5.0,12.0,3.0,1.0,7.5,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.0,147.8,0.92,1.0,1.0,,,,1.0,1.0
1938.0,5.0,19.0,4.0,1.0,7.6,INDONESIA,,83.0,MAKASSAR STRAIT,-1.0,120.0,3.0,6.0,1.6,17.0,1.0,,1.0,
1938.0,5.0,23.0,4.0,1.0,7.1,JAPAN,,85.0,JAPAN TRENCH,36.7,141.4,0.83,7.0,-0.3,,,,,
1938.0,5.0,28.0,4.0,1.0,6.1,JAPAN,,85.0,E. HOKKAIDO ISLAND,43.6,144.3,0.9,2.0,-0.1,1.0,1.0,,1.0,1.0
1938.0,6.0,10.0,4.0,1.0,7.6,JAPAN,,85.0,RYUKYU ISLANDS,25.321,125.115,1.5,1.0,0.6,,,,1.0,
1938.0,11.0,5.0,4.0,1.0,7.7,JAPAN,,85.0,SANRIKU,37.1,141.7,0.57,17.0,0.1,,,,,
1938.0,11.0,5.0,4.0,1.0,7.6,JAPAN,,85.0,SANRIKU,37.2,141.7,0.56,12.0,0.1,,,,,
1938.0,11.0,6.0,4.0,1.0,7.5,JAPAN,,85.0,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,15.0,0.4,,,,,
1938.0,11.0,6.0,4.0,1.0,7.1,JAPAN,,85.0,OFF FUKUSHIMA PREFECTURE,37.0,141.7,1.25,11.0,0.3,,,,,
1938.0,11.0,10.0,4.0,1.0,8.2,USA,AK,87.0,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,9.0,-1.7,,,,,
1938.0,11.0,13.0,4.0,1.0,6.0,JAPAN,,85.0,SANRIKU,37.0,141.5,0.75,7.0,-0.5,,,,,
1938.0,11.0,22.0,4.0,1.0,6.9,JAPAN,,85.0,SANRIKU,36.7,142.1,0.3,4.0,-1.7,,,,,
1938.0,11.0,30.0,4.0,1.0,7.0,JAPAN,,85.0,SANRIKU,37.0,142.2,0.2,9.0,-2.3,,,,,
1939.0,3.0,20.0,4.0,1.0,6.6,JAPAN,,85.0,SEIKAIDO,32.3,132.0,0.8,4.0,-0.3,,,,,
1939.0,4.0,30.0,3.0,1.0,7.9,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-9.295,159.234,10.5,8.0,3.4,12.0,1.0,,1.0,1.0
1939.0,5.0,1.0,4.0,1.0,7.0,JAPAN,,85.0,NW. HONSHU ISLAND,40.1,139.5,1.2,25.0,-1.7,,,,,
1939.0,5.0,8.0,4.0,1.0,6.7,PORTUGAL,,73.0,AZORES,37.198,-24.356,0.2,2.0,0.6,,,,,
1939.0,7.0,24.0,3.0,6.0,7.2,GRENADA,,74.0,KICK 'EM JENNY VOLCANO,12.3,-61.63,2.0,3.0,0.6,,,,,
1939.0,12.0,21.0,3.0,1.0,8.0,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,0.0,123.0,0.92,2.0,0.6,,,,1.0,
1939.0,12.0,26.0,4.0,1.0,7.8,TURKEY,,40.0,SOUTH BLACK SEA,39.907,39.586,0.53,11.0,0.6,,,,,
1940.0,8.0,1.0,4.0,1.0,7.5,JAPAN,,85.0,W. HOKKAIDO ISLAND,44.2,139.5,5.0,62.0,1.8,10.0,1.0,,1.0,1.0
